type   n   time 
cached_o2         34225  3.891000000000000E-003
both_o2         34225  3.948000000000000E-003
builtin_o2         34225  2.430000000000000E-003
basic         34596  6.193600000000000E-002
dotproduct         34596  2.677200000000000E-002
cached         34596  6.186900000000001E-002
both         34596  4.120200000000000E-002
builtin         34596  6.325900000000000E-002
basic_o2         34596  2.553000000000000E-003
dotproduct_o2         34596  4.626000000000000E-003
cached_o2         34596  3.876000000000000E-003
both_o2         34596  3.981000000000000E-003
builtin_o2         34596  2.511000000000000E-003
basic         34969  6.327999999999999E-002
dotproduct         34969  2.697700000000000E-002
cached         34969  6.197399999999999E-002
both         34969  4.044800000000000E-002
builtin         34969  6.332600000000001E-002
basic_o2         34969  2.797000000000000E-003
dotproduct_o2         34969  4.659000000000000E-003
cached_o2         34969  3.992000000000000E-003
both_o2         34969  4.178000000000000E-003
builtin_o2         34969  2.657000000000000E-003
basic         35344  6.348200000000001E-002
dotproduct         35344  2.748900000000000E-002
cached         35344  6.301900000000001E-002
both         35344  4.325400000000000E-002
builtin         35344  6.358800000000001E-002
basic_o2         35344  2.832000000000000E-003
dotproduct_o2         35344  5.050000000000000E-003
cached_o2         35344  4.026000000000000E-003
both_o2         35344  4.222999999999999E-003
builtin_o2         35344  2.771000000000000E-003
basic         35721  6.559799999999999E-002
dotproduct         35721  2.832800000000000E-002
cached         35721  6.452100000000001E-002
both         35721  4.318800000000000E-002
builtin         35721  6.562300000000000E-002
basic_o2         35721  3.092000000000000E-003
dotproduct_o2         35721  4.975000000000000E-003
cached_o2         35721  4.499000000000000E-003
both_o2         35721  4.614000000000000E-003
builtin_o2         35721  2.983000000000000E-003
basic         36100  7.078200000000001E-002
dotproduct         36100  2.959300000000000E-002
cached         36100  7.089400000000000E-002
both         36100  4.590200000000000E-002
builtin         36100  6.765600000000001E-002
basic_o2         36100  3.104000000000000E-003
dotproduct_o2         36100  5.010000000000001E-003
cached_o2         36100  4.306000000000000E-003
both_o2         36100  4.426000000000000E-003
builtin_o2         36100  3.020000000000000E-003
basic         36481  7.019800000000000E-002
dotproduct         36481  3.020400000000000E-002
cached         36481  8.134800000000000E-002
both         36481  5.047100000000000E-002
builtin         36481  7.798300000000000E-002
basic_o2         36481  3.423000000000000E-003
dotproduct_o2         36481  5.317000000000000E-003
cached_o2         36481  5.011000000000000E-003
both_o2         36481  4.723000000000000E-003
builtin_o2         36481  3.207000000000001E-003
basic         36864  7.983699999999999E-002
dotproduct         36864  3.655600000000001E-002
cached         36864  7.434199999999999E-002
both         36864  5.616800000000000E-002
builtin         36864  7.862000000000001E-002
basic_o2         36864  2.922000000000000E-003
dotproduct_o2         36864  7.009999999999999E-003
cached_o2         36864  4.261000000000000E-003
both_o2         36864  6.101000000000000E-003
builtin_o2         36864  2.645000000000001E-003
basic         37249  6.950199999999999E-002
dotproduct         37249  3.337100000000000E-002
cached         37249  7.255600000000000E-002
both         37249  4.574400000000000E-002
builtin         37249  7.184800000000001E-002
basic_o2         37249  3.053000000000000E-003
dotproduct_o2         37249  5.176000000000000E-003
cached_o2         37249  4.441000000000001E-003
both_o2         37249  4.762000000000000E-003
builtin_o2         37249  2.863000000000000E-003
basic         37636  8.485600000000000E-002
dotproduct         37636  3.065200000000000E-002
cached         37636  7.037300000000000E-002
both         37636  4.611000000000001E-002
builtin         37636  7.369000000000001E-002
basic_o2         37636  3.078000000000000E-003
dotproduct_o2         37636  5.252000000000001E-003
cached_o2         37636  4.390000000000000E-003
both_o2         37636  4.962000000000000E-003
builtin_o2         37636  2.900000000000000E-003
basic         38025  7.339500000000000E-002
dotproduct         38025  3.158300000000000E-002
cached         38025  7.218500000000000E-002
both         38025  4.884700000000000E-002
builtin         38025  7.459200000000001E-002
basic_o2         38025  2.924000000000000E-003
dotproduct_o2         38025  5.569999999999999E-003
cached_o2         38025  4.541999999999999E-003
both_o2         38025  4.677000000000000E-003
builtin_o2         38025  3.022000000000000E-003
basic         38416  7.372900000000000E-002
dotproduct         38416  3.153400000000000E-002
cached         38416  7.603199999999999E-002
both         38416  4.965600000000000E-002
builtin         38416  7.505199999999999E-002
basic_o2         38416  3.089000000000001E-003
dotproduct_o2         38416  5.600000000000001E-003
cached_o2         38416  4.714000000000000E-003
both_o2         38416  4.921000000000000E-003
builtin_o2         38416  3.109000000000000E-003
basic         38809  7.935500000000001E-002
dotproduct         38809  3.397200000000000E-002
cached         38809  7.446000000000000E-002
both         38809  5.271000000000000E-002
builtin         38809  7.499200000000000E-002
basic_o2         38809  3.617000000000000E-003
dotproduct_o2         38809  6.676000000000001E-003
cached_o2         38809  4.768000000000000E-003
both_o2         38809  5.538000000000000E-003
builtin_o2         38809  3.308999999999999E-003
basic         39204  7.623600000000000E-002
dotproduct         39204  3.176200000000000E-002
cached         39204  7.725100000000000E-002
both         39204  5.134700000000000E-002
builtin         39204  8.006700000000000E-002
basic_o2         39204  3.316000000000000E-003
dotproduct_o2         39204  5.931000000000000E-003
cached_o2         39204  5.033000000000000E-003
both_o2         39204  5.233000000000000E-003
builtin_o2         39204  3.445000000000000E-003
basic         39601  7.706600000000001E-002
dotproduct         39601  3.600800000000000E-002
cached         39601  7.740599999999999E-002
both         39601  5.282500000000000E-002
builtin         39601  8.075100000000000E-002
basic_o2         39601  3.781000000000000E-003
dotproduct_o2         39601  6.335000000000000E-003
cached_o2         39601  4.965000000000000E-003
both_o2         39601  5.405000000000000E-003
builtin_o2         39601  3.588000000000000E-003
basic         40000  7.811799999999999E-002
dotproduct         40000  3.357000000000000E-002
cached         40000  8.038800000000000E-002
both         40000  5.179599999999999E-002
builtin         40000  7.852800000000000E-002
basic_o2         40000  2.981000000000000E-003
dotproduct_o2         40000  7.221000000000000E-003
cached_o2         40000  4.841000000000000E-003
both_o2         40000  5.967999999999999E-003
builtin_o2         40000  3.079000000000000E-003
basic         40401  9.469300000000000E-002
dotproduct         40401  3.785800000000000E-002
cached         40401  7.733500000000000E-002
both         40401  5.498800000000000E-002
builtin         40401  8.099700000000000E-002
basic_o2         40401  3.395000000000000E-003
dotproduct_o2         40401  5.848000000000000E-003
cached_o2         40401  4.994000000000000E-003
both_o2         40401  5.396000000000000E-003
builtin_o2         40401  3.164000000000000E-003
basic         40804  7.988600000000001E-002
dotproduct         40804  3.345900000000000E-002
cached         40804  7.858599999999999E-002
both         40804  5.341500000000000E-002
builtin         40804  8.182800000000000E-002
basic_o2         40804  3.250000000000000E-003
dotproduct_o2         40804  6.485999999999999E-003
cached_o2         40804  6.371000000000000E-003
both_o2         40804  5.454000000000000E-003
builtin_o2         40804  3.274000000000000E-003
basic         41209  9.280300000000000E-002
dotproduct         41209  4.041600000000000E-002
cached         41209  8.178299999999999E-002
both         41209  5.351600000000000E-002
builtin         41209  8.281200000000001E-002
basic_o2         41209  3.909000000000000E-003
dotproduct_o2         41209  6.958000000000000E-003
cached_o2         41209  5.943000000000000E-003
both_o2         41209  6.029000000000000E-003
builtin_o2         41209  3.489000000000000E-003
basic         41616  9.353400000000001E-002
dotproduct         41616  3.962000000000000E-002
cached         41616  8.452999999999999E-002
both         41616  5.894500000000000E-002
builtin         41616  8.928900000000001E-002
basic_o2         41616  3.423000000000000E-003
dotproduct_o2         41616  6.693000000000000E-003
cached_o2         41616  5.619000000000000E-003
both_o2         41616  6.240000000000000E-003
builtin_o2         41616  4.095000000000000E-003
basic         42025  0.109843000000000     
dotproduct         42025  4.594599999999999E-002
cached         42025  8.756500000000000E-002
both         42025  6.091600000000000E-002
builtin         42025  8.423799999999999E-002
basic_o2         42025  3.849000000000000E-003
dotproduct_o2         42025  6.449000000000000E-003
cached_o2         42025  5.432000000000000E-003
both_o2         42025  6.146000000000000E-003
builtin_o2         42025  3.671000000000000E-003
basic         42436  9.093000000000001E-002
dotproduct         42436  3.763499999999999E-002
cached         42436  8.964800000000001E-002
both         42436  6.418299999999999E-002
builtin         42436  9.057600000000000E-002
basic_o2         42436  3.920000000000000E-003
dotproduct_o2         42436  6.494000000000000E-003
cached_o2         42436  5.568999999999999E-003
both_o2         42436  6.127000000000001E-003
builtin_o2         42436  3.733000000000000E-003
basic         42849  8.813400000000000E-002
dotproduct         42849  3.829300000000000E-002
cached         42849  8.495400000000000E-002
both         42849  5.929700000000000E-002
builtin         42849  8.703000000000000E-002
basic_o2         42849  4.092000000000000E-003
dotproduct_o2         42849  6.749000000000000E-003
cached_o2         42849  5.794000000000001E-003
both_o2         42849  6.191000000000000E-003
builtin_o2         42849  4.067000000000000E-003
basic         43264  9.267000000000000E-002
dotproduct         43264  4.486200000000001E-002
cached         43264  9.191400000000000E-002
both         43264  5.851300000000000E-002
builtin         43264  9.137000000000001E-002
